62.684571;22.458469
62.684000;22.456774
62.685260;22.457417
61.503327422;23.750040200
61.497377289;23.784709149
61.503488574;23.749816460
61.497682330;23.783925216
61.503446539;23.750074832
61.497669117;23.783322927
61.503727892;23.750481884
61.496938039;23.781982290
61.503948224;23.750070807
61.496544809;23.781228873
61.504187094;23.750487089
61.496464139;23.780588630
61.501159048;23.745498050
61.504166649;23.750932175
61.496806647;23.780265791
61.503839055;23.750819109
61.497211049;23.780339846
61.503686253;23.750962702
61.497108412;23.781263369
61.503886345;23.751103474
61.496961418;23.781277225
61.503984561;23.751334041
61.496777483;23.781175982
61.497799059;23.742018422
61.503938811;23.751894973
61.497588119;23.782464760
61.497480567;23.742432858
61.504163434;23.751501673
61.497568840;23.781900970
61.497510770;23.742212965
61.504295269;23.751518406
61.497778029;23.782476258
61.497536593;23.741993144
61.504279187;23.752025733
61.497797427;23.783116960
61.497558115;23.741809935
61.504644655;23.751924940
61.498024492;23.783384540
61.497340304;23.742269295
61.504768615;23.752288784
61.498016188;23.782013182
61.497348629;23.742049602
61.504752546;23.752805002
61.497396139;23.741728907
61.504488238;23.752415584
61.498018678;23.742510764
61.504472819;23.753296639
61.499490248;23.741263106
61.504316140;23.753644903
61.499289234;23.741356296
61.504333972;23.754098569
61.499912274;23.749432332
61.504301219;23.754801774
61.497767042;23.750657579
61.504493639;23.755405345
61.498053572;23.782626330
61.497753236;23.750282482
61.503560042;23.751693345
61.499680250;23.780719751
61.497473554;23.748033515
61.503455164;23.752477186
61.500428149;23.781086196
61.497507849;23.747658033
61.503600679;23.753001021
61.500604197;23.783930566
61.498050021;23.742894861
61.503112252;23.753289630
61.501821695;23.782999183
61.497730395;23.749751895
61.502964458;23.751511256
61.501548599;23.780770692
61.497816068;23.751160507
61.503103275;23.750691547
61.501414099;23.780925454
61.498231779;23.751276174
61.503368108;23.753705790
61.501254806;23.780913748
61.498568181;23.751072145
61.503096901;23.754206213
61.501064174;23.780453630
61.498403235;23.749371276
61.503313930;23.754311263
61.501186009;23.780029788
61.493244010;23.748395142
61.494272871;23.748964425
61.503424748;23.754461660
61.501522760;23.779937667
61.494293897;23.748506746
61.503310237;23.754622735
61.501615074;23.780206189
61.493950084;23.748841220
61.503529134;23.755768834
61.502136729;23.780817801
61.494732701;23.743413240
61.503542738;23.756240308
61.502326734;23.780893384
61.494366332;23.743370504
61.502496999;23.756346386
61.502037854;23.780280124
61.494651668;23.743928629
61.502498607;23.750189234
61.502301184;23.780239807
61.498342036;23.735387323
61.502571368;23.750455560
61.498779554;23.735463672
61.502324912;23.750537608
61.497932977;23.783615864
61.502189206;23.750725546
61.497823601;23.784167766
61.501848656;23.750505855
61.497665027;23.784604624
61.501721814;23.750889450
61.501611317;23.750917018
61.501376988;23.750651992
61.501283489;23.750670543
61.502491384;23.755785589
61.498465380;23.807917278
61.501592435;23.778233295
61.503629140;23.759224206
61.501906489;23.799729981
61.498165792;23.808490514
61.501484646;23.778555176
61.503665743;23.759030622
61.501860578;23.796214322
61.498095762;23.809176607
61.501539423;23.778932556
61.503917645;23.758706482
61.503272790;23.795876553
61.501313856;23.778990830
61.503830629;23.758256117
61.503463707;23.795254819
61.497885690;23.811280568
61.501215031;23.779274860
61.504721998;23.757398610
61.504161951;23.795651712
61.497783023;23.812081136
61.501088289;23.779049103
61.504986359;23.757164572
61.504309656;23.797232455
61.498035654;23.813096659
61.497639280;23.757278667
61.505207629;23.756930866
61.504520264;23.798119266
61.497922097;23.813920123
61.521422902;23.668954600
61.505337623;23.679627760
61.491364174;23.732957838
61.496603112;23.631951372
61.511425966;23.611321123
61.504902131;23.630135199
61.503693536;23.600169428
61.504441780;23.748149783
61.504091415;23.747312015
61.503581915;23.746165862
61.526013637;23.704289655
61.530685076;23.719012763
61.532317915;23.678246761
61.529185691;23.659416566
61.521021013;23.653441444
61.520873939;23.653797205
61.519463629;23.643853361
61.515760504;23.646551306
61.514986563;23.622041011
61.511468452;23.613049673
61.503135769;23.662354387
61.508324505;23.688471206
61.508261883;23.774734305
61.506393878;23.699540957
61.508208187;23.774225853
61.507386232;23.708701623
61.508007432;23.774271560
61.507495229;23.710249258
61.508312420;23.773340113
61.507435195;23.711842717
61.510673309;23.775601877
61.511244053;23.769247506
61.504195681;23.724747380
61.500443946;23.709795118
61.491271964;23.731871214
61.492831221;23.741655974
61.522558433;23.657973631
61.500191760;23.709400146
61.502935832;23.661860605
61.495770884;23.643033557
61.503047877;23.769659884
61.492020742;23.760386367
61.498301109;23.735652216
61.490039357;23.753537107
61.502718054;23.790441868
61.499549064;23.797774408
61.501605205;23.742677322
61.497940574;23.743980856
61.497455563;23.812243102
61.503356258;23.797262999
61.496562041;23.817859177
61.502937221;23.748254905
61.497899472;23.781808923
61.498106869;23.781498578
61.501756908;23.780794859
61.498050021;23.742894861
61.496554373;23.747041464
61.501810120;23.742663292
61.502784166;23.749180745
61.498043171;23.751917227
61.495064266;23.752958251
61.493120059;23.753349621
61.496458261;23.752261591
61.490566015;23.755536799
61.492883426;23.756955952
61.491894984;23.759860418
61.499020129;23.760336278
61.497137555;23.765791376
61.495368828;23.769940217
61.498870093;23.765225408
61.500064160;23.765017329
61.499431933;23.772409501
61.499680212;23.775526347
61.499254011;23.786566206
61.504484799;23.779031116
61.506810046;23.766249517
61.499000648;23.760341648
61.496828706;23.741156348
61.498892601;23.765179667
61.500107571;23.765134963
61.499421032;23.766270403
61.490520568;23.755068870
61.493114064;23.753642273
61.497141117;23.765697395
61.492784277;23.757153188
61.495170447;23.769823044
61.494882024;23.752752930
61.496465690;23.752360047
61.498388852;23.751950094
61.499315768;23.775534775
61.497013354;23.740738664
61.493946134;23.744573195
61.496509410;23.747140458
61.477645756;23.919593439
61.492443271;23.893375394
61.501934587;23.915937231
61.494421100;23.824115739
61.501406131;23.823944576
61.503139763;23.844930909
61.485519193;23.841753633
61.485502190;23.794092656
61.488696596;23.805395715
61.487174158;23.793889408
61.487174158;23.793889408
61.486528701;23.794647010
61.483983498;23.782547021
61.473886693;23.885106748
61.482828521;23.749288445
61.484722641;23.754682427
61.469657135;23.876313322
61.480223212;23.759224899
61.475741696;23.729870736
61.483375659;23.805803417
61.487285719;23.805171024
61.471281019;23.793448726
61.468805282;23.783436666
61.449259909;23.846506918
61.468702446;23.783054268
61.475713807;23.801512679
61.471211939;23.793608927
61.443323358;23.866503923
61.476981153;23.823636086
61.511701468;23.769577020
61.510769312;23.779328680
